Player,playerID,pos,GP,minutes,fgMade,fgAttempted,fgPct,threeMade,threeAttempted,threePct,efgPct,ftMade,ftAttempted,ftPct,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,points,allNBA,MVP,DPY
Kendall Marshall,marshke01,G,30,13.3,1.4,3.9,0.364,0.5,1.6,0.327,0.432,0.3,0.4,0.692,0.1,0.9,0.9,2.4,0.5,0.1,1.4,1,3.7,0,0,0
Jarell Martin,martija01,F,27,14.1,2,4.3,0.466,0,0.1,0,0.466,1.7,2.3,0.726,1.4,1.7,3.2,0.6,0.3,0.3,0.7,2.1,5.7,0,0,0
Kevin Martin,martike02,G,55,19.9,2.8,7.6,0.372,0.9,2.5,0.36,0.431,2.8,3.1,0.89,0.3,1.7,2,1.1,0.5,0.1,1,1.5,9.3,0,0,0
Wesley Matthews,matthwe02,F,78,33.9,4.2,10.9,0.388,2.4,6.7,0.36,0.498,1.6,1.9,0.863,0.3,2.7,3.1,1.9,1,0.2,1,2.3,12.5,0,0,0
O.J. Mayo,mayooj01,G,41,26.6,2.9,7.8,0.371,1.3,4,0.321,0.452,0.8,1,0.775,0.3,2.2,2.6,2.9,1.2,0.2,1.8,3.1,7.8,0,0,0
Luc Mbah a Moute,mbahalu01,F,75,17,1.3,2.8,0.454,0.2,0.5,0.325,0.486,0.4,0.8,0.526,0.8,1.5,2.3,0.4,0.6,0.3,0.5,1.3,3.1,0,0,0
James Michael McAdoo,mcadoja01,F,41,6.4,1.1,2,0.536,0,0,0.5,0.542,0.6,1.2,0.531,0.7,0.7,1.4,0.4,0.2,0.2,0.4,1,2.9,0,0,0
Ray McCallum,mccalra01,G,41,11.6,1.3,3.6,0.377,0.4,1,0.357,0.428,0.3,0.4,0.8,0.2,1,1.1,1.5,0.3,0.2,0.6,0.7,3.3,0,0,0
C.J. McCollum,mccolcj01,G,80,34.8,8,17.9,0.448,2.5,5.9,0.417,0.517,2.3,2.8,0.827,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,20.8,0,0,0
T.J. McConnell,mccontj01,G,81,19.8,2.7,5.7,0.47,0.4,1.1,0.348,0.503,0.3,0.5,0.634,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1,0,0,0
Chris McCullough,mcculch01,F,24,15.1,1.8,4.5,0.404,0.5,1.4,0.382,0.463,0.5,1,0.478,1,1.8,2.8,0.4,1.2,0.5,0.6,1.6,4.7,0,0,0
K.J. McDaniels,mcdankj01,F,37,6.4,0.8,1.9,0.403,0.2,0.7,0.28,0.451,0.6,0.8,0.8,0.4,0.7,1.1,0.3,0.2,0.2,0.5,0.8,2.4,0,0,0
Doug McDermott,mcderdo01,F,81,23,3.6,8,0.452,1.4,3.2,0.425,0.537,0.9,1,0.857,0.5,2,2.4,0.7,0.2,0.1,0.7,1.6,9.4,0,0,0
Mitch McGary,mcgarmi01,F,20,3.6,0.6,1.2,0.478,0,0.2,0,0.478,0.2,0.5,0.4,0.2,0.7,0.9,0.2,0.1,0.1,0.4,0.5,1.3,0,0,0
JaVale McGee,mcgeeja01,C,34,10.9,2.3,3.9,0.575,0,0,0,0.575,0.5,1.1,0.5,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1,0,0,0
Ben McLemore,mclembe01,G,68,21.2,2.9,6.7,0.429,1,2.7,0.362,0.502,1.1,1.5,0.718,0.5,1.7,2.2,1.2,0.8,0.1,1.5,2.1,7.8,0,0,0
Jordan McRae,mcraejo01,G,22,8.9,1.5,3.5,0.436,0.5,1,0.455,0.5,1,1.3,0.75,0.2,0.7,0.9,1.1,0.1,0,0.7,0.8,4.5,0,0,0
Josh McRoberts,mcrobjo01,F,42,14.2,1.3,3.5,0.372,0.3,1.2,0.245,0.412,0.7,1,0.7,0.5,2,2.5,1.9,0.4,0.2,0.7,1.6,3.6,0,0,0
Jodie Meeks,meeksjo01,G,3,14.3,2.3,6.7,0.35,1.3,3,0.444,0.45,1.3,1.3,1,0.3,1.3,1.7,1,0,0,0.3,0.7,7.3,0,0,0
Salah Mejri,mejrisa01,C,34,11.7,1.4,2.3,0.628,0,0,0,0.628,0.8,1.4,0.587,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,3.7,0,0,0
Jordan Mickey,mickejo01,F,16,3.6,0.5,1.4,0.364,0,0,,0.364,0.3,0.6,0.5,0.4,0.4,0.8,0.1,0,0.7,0.1,0.3,1.3,0,0,0
Khris Middleton,middlkh01,G,79,36.1,6.4,14.5,0.444,1.8,4.6,0.396,0.507,3.5,3.9,0.888,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,18.2,0,0,0
C.J. Miles,milescj01,F,64,22.9,4,9.9,0.409,2.2,6,0.367,0.521,1.5,1.9,0.75,0.4,2.3,2.7,1,0.8,0.5,1.1,2.2,11.8,0,0,0
Andre Miller,millean02,G,39,11.8,1.5,2.7,0.557,0.1,0.2,0.25,0.566,0.6,0.8,0.75,0.3,1,1.3,2.2,0.4,0,0.9,1.2,3.7,0,0,0
Mike Miller,millemi01,F,47,7.9,0.5,1.3,0.355,0.4,1.1,0.365,0.508,0,0,,0.1,1,1.1,0.9,0.3,0.1,0.4,1.1,1.3,0,0,0
Patty Mills,millspa02,G,81,20.5,3.2,7.6,0.425,1.5,4,0.384,0.525,0.6,0.7,0.81,0.3,1.6,2,2.8,0.7,0.1,0.9,1.3,8.5,0,0,0
Elijah Millsap,millsel01,G,20,8.7,0.6,2,0.282,0.1,0.6,0.083,0.295,0.7,0.9,0.722,0.3,1.5,1.8,1,0.4,0.2,0.5,1.7,1.8,0,0,0
Paul Millsap,millspa01,F,81,32.7,6.2,13.2,0.47,0.9,2.9,0.319,0.505,3.8,5,0.757,2.4,6.6,9,3.3,1.8,1.7,2.4,2.9,17.1,0,0,0
Nikola Mirotic,mirotni01,F,66,24.9,3.8,9.2,0.407,2,5.2,0.39,0.518,2.2,2.7,0.807,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,11.8,0,0,0
Nazr Mohammed,mohamna01,C,5,3.8,0.6,1,0.6,0,0,,0.6,0.4,0.4,1,0.2,0.6,0.8,0,0,0,0.6,0.8,1.6,0,0,0
Greg Monroe,monrogr01,C,79,29.3,6.2,11.9,0.522,0,0,0,0.522,2.9,3.9,0.74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,15.3,0,0,0
Luis Montero,montelu01,G,12,3.5,0.4,1.6,0.263,0.1,0.8,0.111,0.289,0.3,0.3,0.75,0,0.3,0.3,0.1,0,0,0.3,0.1,1.2,0,0,0
E'Twaun Moore,mooreet01,G,59,21.4,3.2,6.6,0.481,0.8,1.8,0.452,0.541,0.4,0.6,0.629,0.3,1.9,2.3,1.7,0.6,0.3,0.9,1.7,7.5,0,0,0
Eric Moreland,moreler01,F,8,6,0.4,0.8,0.5,0,0,,0.5,0.3,0.5,0.5,0.4,1,1.4,0.1,0,0.5,0.4,0.5,1,0,0,0
Marcus Morris,morrima03,F,80,35.7,5.1,11.8,0.434,1.4,3.7,0.362,0.491,2.5,3.4,0.749,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.1,0,0,0
Markieff Morris,morrima02,F,64,25.5,4.8,11.2,0.425,0.7,2.4,0.303,0.458,1.7,2.3,0.735,1.1,4.4,5.5,1.9,0.9,0.5,2.1,2.9,12,0,0,0
Anthony Morrow,morroan01,G,68,13.6,2,4.9,0.408,1.2,3,0.387,0.527,0.4,0.6,0.744,0.1,0.8,0.9,0.4,0.3,0.1,0.3,0.9,5.6,0,0,0
Donatas Motiejunas,motiedo01,F,37,14.8,2.4,5.5,0.439,0.4,1.5,0.281,0.478,0.9,1.4,0.642,1,1.9,2.9,1.1,0.5,0.1,1.2,1.9,6.2,0,0,0
Timofey Mozgov,mozgoti01,C,76,17.4,2.7,4.7,0.565,0,0.1,0.143,0.567,0.9,1.3,0.716,1.4,3,4.4,0.4,0.3,0.8,0.9,2.1,6.3,0,0,0
Emmanuel Mudiay,mudiaem01,G,68,30.4,4.8,13.3,0.364,1.1,3.4,0.319,0.404,2.1,3.1,0.67,0.5,2.9,3.4,5.5,1,0.5,3.2,2.1,12.8,0,0,0
Shabazz Muhammad,muhamsh01,F,82,20.5,3.9,8.3,0.465,0.5,1.9,0.289,0.498,2.3,3,0.764,1.2,2,3.3,0.6,0.3,0.1,0.9,1.1,10.5,0,0,0
Xavier Munford,munfoxa02,G,14,17.4,2.3,5.5,0.416,0.6,1.6,0.391,0.474,0.5,1,0.5,0.2,2,2.2,1.6,0.9,0.2,1.1,1.8,5.7,0,0,0
Mike Muscala,muscami01,C,60,9.4,1.3,2.5,0.5,0.2,0.7,0.308,0.539,0.5,0.7,0.795,0.6,1.3,2,0.6,0.2,0.5,0.5,1.2,3.3,0,0,0
Larry Nance Jr.,nancela02,F,63,20.1,2.5,4.8,0.527,0,0.2,0.1,0.528,0.5,0.7,0.681,1.6,3.3,5,0.7,0.9,0.4,0.7,2,5.5,0,0,0
Shabazz Napier,napiesh01,G,55,10.9,1.2,3.7,0.338,0.6,1.9,0.327,0.423,0.6,0.8,0.733,0.2,0.8,1,1.8,0.4,0,0.8,0.7,3.7,0,0,0
Gary Neal,nealga01,G,40,20.2,3.8,8.1,0.465,1,2.5,0.41,0.528,1.2,1.4,0.855,0.3,1.8,2.1,1.2,0.5,0,0.7,1.4,9.8,0,0,0
Jameer Nelson,nelsoja01,G,39,26.6,2.9,7.9,0.368,1.1,3.7,0.299,0.438,0.8,0.9,0.857,0.5,2.5,2.9,4.9,0.6,0.1,1.7,2.6,7.7,0,0,0
Raul Neto,netora01,G,81,18.5,2.2,5.2,0.431,0.8,2,0.395,0.507,0.6,0.9,0.743,0.2,1.3,1.5,2.1,0.8,0,1.3,1.5,5.9,0,0,0
Andrew Nicholson,nichoan01,F,56,14.7,2.6,5.5,0.471,0.7,2,0.36,0.537,0.9,1.2,0.785,0.6,3,3.6,0.4,0.2,0.4,0.7,1.2,6.9,0,0,0
Joakim Noah,noahjo01,C,29,21.9,1.8,4.6,0.383,0,0,0,0.383,0.8,1.6,0.489,3,5.8,8.8,3.8,0.6,1,1.8,2.7,4.3,0,0,0
Nerlens Noel,noelne01,C,67,29.3,4.6,8.8,0.521,0,0,0.5,0.522,2,3.4,0.59,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1,0,0,0
Lucas Nogueira,noguelu01,C,29,7.8,1,1.5,0.636,0,0.1,0.333,0.648,0.3,0.5,0.533,0.6,1,1.6,0.2,0.4,0.4,0.4,1,2.2,0,0,0
Steve Novak,novakst01,F,10,4.4,0.8,1.8,0.444,0.7,1.5,0.467,0.639,0.1,0.1,1,0,0.5,0.5,0,0,0,0.1,0.3,2.4,0,0,0
Dirk Nowitzki,nowitdi01,F,75,31.5,6.6,14.8,0.448,1.7,4.6,0.368,0.504,3.3,3.7,0.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,18.3,0,0,0
Jusuf Nurkic,nurkiju01,C,32,17.1,3.2,7.6,0.417,0,0.1,0,0.417,1.9,3.1,0.616,2,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2,0,0,0
J.J. O'Brien,obriejj01,F,2,3,0,0.5,0,0,0,,0,0,0,,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0
Johnny O'Bryant,obryajo01,F,66,13,1.3,3.2,0.411,0,0,1,0.414,0.4,0.6,0.675,1,1.7,2.7,0.5,0.3,0.1,0.5,1.5,3,0,0,0
Kyle O'Quinn,oquinky01,F,65,11.8,2,4.2,0.476,0.1,0.3,0.227,0.485,0.7,0.9,0.767,1.2,2.7,3.8,1.1,0.3,0.8,0.9,1.6,4.8,0,0,0
Jahlil Okafor,okafoja01,C,53,30,7.5,14.7,0.508,0,0.1,0.167,0.509,2.5,3.7,0.686,2.3,4.7,7,1.2,0.4,1.2,2.3,2.6,17.5,0,0,0
Victor Oladipo,oladivi01,G,72,33,5.9,13.5,0.438,1.4,3.9,0.348,0.489,2.8,3.4,0.83,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,16,0,0,0
Kelly Olynyk,olynyke01,C,69,20.2,3.7,8.1,0.455,1.2,3,0.405,0.531,1.4,1.9,0.75,1,3,4.1,1.5,0.8,0.5,1.1,2.4,10,0,0,0
Kelly Oubre,oubreke01,F,63,10.7,1.4,3.3,0.427,0.4,1.3,0.316,0.486,0.5,0.8,0.633,0.4,1.7,2.1,0.2,0.3,0.1,0.5,1.6,3.7,0,0,0
Zaza Pachulia,pachuza01,C,76,26.4,2.9,6.2,0.466,0,0,0,0.466,2.8,3.6,0.768,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6,0,0,0
Kostas Papanikolaou,papanko01,F,26,11.3,0.9,2.5,0.364,0.4,1.2,0.313,0.439,0.3,0.5,0.643,0.3,1.2,1.5,0.6,0.5,0.2,0.8,0.9,2.6,0,0,0
Jabari Parker,parkeja01,F,76,31.7,5.8,11.8,0.493,0.1,0.5,0.257,0.498,2.3,3,0.768,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2,14.1,0,0,0
Tony Parker,parketo01,G,72,27.5,4.9,9.9,0.493,0.4,0.9,0.415,0.512,1.8,2.4,0.76,0.2,2.2,2.4,5.3,0.8,0.2,1.8,1.6,11.9,0,0,0
Chandler Parsons,parsoch01,F,61,29.5,5.2,10.7,0.492,1.7,4.1,0.414,0.571,1.5,2.2,0.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,13.7,0,0,0
Lamar Patterson,pattela01,G,35,11.3,0.8,2.3,0.35,0.3,1.4,0.245,0.425,0.5,0.6,0.727,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,2.4,0,0,0
Patrick Patterson,pattepa01,F,79,25.6,2.6,6.2,0.414,1.3,3.7,0.362,0.521,0.4,0.4,0.853,1,3.4,4.3,1.2,0.7,0.4,0.8,1.6,6.9,0,0,0
Chris Paul,paulch01,G,74,32.7,7,15.1,0.462,1.6,4.4,0.371,0.517,4,4.4,0.896,0.5,3.7,4.2,10,2.1,0.2,2.6,2.5,19.5,1,0,0
Adreian Payne,paynead01,F,52,9.3,1,2.8,0.366,0.2,0.6,0.281,0.397,0.3,0.5,0.654,0.4,1.8,2.1,0.6,0.3,0.2,0.7,1.5,2.5,0,0,0
Cameron Payne,payneca01,G,57,12.2,2,4.9,0.41,0.6,1.9,0.324,0.475,0.3,0.4,0.792,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,5,0,0,0
Elfrid Payton,paytoel01,G,73,29.4,4.4,10,0.436,0.4,1.3,0.326,0.456,1.5,2.6,0.589,1.1,2.5,3.6,6.4,1.2,0.3,2.4,2.2,10.7,0,0,0
Nikola Pekovic,pekovni01,C,12,13,1.6,4.2,0.38,0,0,,0.38,1.3,1.7,0.8,0.6,1.2,1.8,0.9,0.1,0,0.8,1.8,4.5,0,0,0
Kendrick Perkins,perkike01,C,37,14.6,1.1,2,0.533,0,0,,0.533,0.3,0.7,0.44,0.7,2.8,3.5,0.8,0.3,0.3,1.1,1.7,2.5,0,0,0
Paul Pierce,piercpa01,F,68,18.1,2.1,5.8,0.363,1.1,3.6,0.31,0.457,0.8,1,0.818,0.2,2.6,2.7,1,0.5,0.3,0.9,1.9,6.1,0,0,0
Tibor Pleiss,pleisti01,C,12,6.8,0.9,2.1,0.44,0,0.2,0,0.44,0.2,0.2,1,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2,0,0,0
Mason Plumlee,plumlma01,C,82,25.4,3.3,6.3,0.516,0,0,0,0.516,2.6,4.1,0.642,2.5,5.2,7.7,2.8,0.8,1,1.9,3.1,9.1,0,0,0
Miles Plumlee,plumlmi01,C,61,14.3,2.3,3.8,0.601,0,0,,0.601,0.6,1,0.576,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1,0,0,0
Otto Porter,porteot01,F,75,30.3,4.5,9.6,0.473,1.3,3.6,0.367,0.541,1.3,1.7,0.754,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,11.6,0,0,0
Bobby Portis,portibo01,F,62,17.8,3,7,0.427,0.3,0.8,0.308,0.445,0.8,1.1,0.727,2,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7,0,0,0
Kristaps Porzingis,porzikr01,F,72,28.4,5.2,12.3,0.421,1.1,3.4,0.333,0.467,2.8,3.3,0.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3,0,0,0
Dwight Powell,poweldw01,F,69,14.4,2.1,4.3,0.493,0,0.2,0.125,0.497,1.5,2.1,0.739,1.2,2.7,4,0.6,0.5,0.3,0.6,1.7,5.8,0,0,0
Norman Powell,powelno01,G,49,14.8,2,4.7,0.424,0.7,1.8,0.404,0.502,0.9,1.1,0.811,0.3,1.9,2.3,1,0.6,0.2,0.7,1.2,5.6,0,0,0
Phil Pressey,pressph01,G,23,12.3,1.3,3.4,0.385,0.2,0.8,0.222,0.41,0.6,1.1,0.52,0.1,1.2,1.3,3.3,0.8,0.2,1.4,1.2,3.3,0,0,0
Ronnie Price,pricero01,G,62,19.5,1.9,4.9,0.384,1.1,3.2,0.347,0.497,0.5,0.7,0.756,0.4,1.2,1.6,2.4,1.2,0.2,1.1,2.6,5.3,0,0,0
Pablo Prigioni,prigipa01,G,59,13.9,0.9,2.5,0.374,0.5,1.6,0.295,0.469,0.1,0.1,0.875,0.6,1.3,1.9,2.2,0.9,0,0.8,1.4,2.5,0,0,0
Tayshaun Prince,princta01,F,77,19,1.3,3,0.445,0.1,0.3,0.174,0.454,0.2,0.2,0.684,0.4,1.5,1.9,0.9,0.5,0.2,0.4,0.8,2.9,0,0,0
Julius Randle,randlju01,F,81,28.2,4.4,10.3,0.429,0.1,0.4,0.278,0.435,2.4,3.3,0.715,2.1,8.1,10.2,1.8,0.7,0.4,1.8,3,11.3,0,0,0
Zach Randolph,randoza01,F,68,29.6,6.3,13.3,0.475,0.1,0.4,0.231,0.479,2.5,3.2,0.796,2.6,5.1,7.8,2.1,0.6,0.2,1.5,2.1,15.3,0,0,0
J.J. Redick,redicjj01,G,75,28,5.6,11.7,0.48,2.7,5.6,0.475,0.593,2.4,2.7,0.888,0.1,1.7,1.9,1.4,0.6,0.1,1,1.8,16.3,0,0,0
Willie Reed,reedwi02,C,39,10.9,1.9,3.4,0.571,0,0,,0.571,0.8,1.4,0.545,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,4.7,0,0,0
Josh Richardson,richajo01,G,52,21.3,2.4,5.2,0.452,1,2.2,0.461,0.55,0.8,1.2,0.667,0.4,1.7,2.1,1.4,0.7,0.5,0.7,2.1,6.6,0,0,0
Austin Rivers,riverau01,G,67,21.9,3.4,7.7,0.438,0.9,2.8,0.335,0.498,1.2,1.7,0.681,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2,8.9,0,0,0
Andre Roberson,roberan03,G,70,22.2,1.9,3.9,0.496,0.5,1.5,0.311,0.555,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,4.8,0,0,0
Brian Roberts,roberbr01,G,51,9.2,1.5,3.2,0.448,0.3,0.8,0.357,0.494,0.8,0.9,0.894,0.1,0.7,0.8,1.1,0.2,0,0.5,0.7,4,0,0,0
Glenn Robinson,robingl02,F,45,11.3,1.4,3.4,0.43,0.3,0.8,0.378,0.477,0.6,0.9,0.692,0.3,1.2,1.5,0.6,0.4,0.2,0.4,0.5,3.8,0,0,0
Nate Robinson,robinna01,G,2,11.5,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,2,0.5,0,0,2.5,0,0,0,0
Thomas Robinson,robinth01,F,71,12.9,1.8,4.1,0.447,0,0,0,0.447,0.7,1.5,0.431,1.9,3.1,5.1,0.6,0.5,0.5,1,1.6,4.3,0,0,0
Rajon Rondo,rondora01,G,72,35.2,4.9,10.9,0.454,0.9,2.4,0.365,0.494,1.2,2.1,0.58,1.1,5,6,11.7,2,0.1,3.9,2.4,11.9,0,0,0
Derrick Rose,rosede01,G,66,31.8,6.8,15.9,0.427,0.7,2.3,0.293,0.448,2.2,2.7,0.793,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,16.4,0,0,0
Terrence Ross,rosste01,F,73,23.9,3.7,8.6,0.431,1.8,4.6,0.386,0.536,0.7,0.8,0.79,0.3,2.2,2.5,0.8,0.7,0.3,0.6,1.6,9.9,0,0,0
Terry Rozier,roziete01,G,39,8,0.7,2.7,0.274,0.2,0.7,0.222,0.302,0.2,0.3,0.8,0.6,1,1.6,0.9,0.2,0,0.5,0.6,1.8,0,0,0
Ricky Rubio,rubiori01,G,76,30.6,2.9,7.7,0.374,0.8,2.5,0.326,0.427,3.5,4.1,0.847,0.5,3.8,4.3,8.7,2.1,0.1,2.5,2.6,10.1,0,0,0
Damjan Rudez,rudezda01,F,33,8.4,0.8,1.9,0.403,0.5,1.5,0.34,0.54,0.2,0.2,1,0.2,0.5,0.6,0.3,0.1,0,0.4,1,2.3,0,0,0
Brandon Rush,rushbr01,G,72,14.7,1.5,3.6,0.427,0.9,2.2,0.414,0.552,0.3,0.4,0.643,0.3,2.2,2.5,0.8,0.3,0.3,0.5,0.8,4.2,0,0,0
D'Angelo Russell,russeda01,G,80,28.2,4.9,12,0.41,1.6,4.6,0.351,0.478,1.8,2.4,0.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2,0,0,0
Robert Sacre,sacrero01,C,25,12.8,1.2,3,0.413,0,0,,0.413,1,1.5,0.658,1.3,1.6,2.9,0.6,0.2,0.4,0.5,1.7,3.5,0,0,0
JaKarr Sampson,sampsja02,F,73,15.9,1.9,4.3,0.442,0.2,0.9,0.222,0.464,1.1,1.7,0.656,0.6,2,2.6,0.6,0.3,0.5,1,1.9,5.1,0,0,0
Dennis Schroder,schrode01,G,80,20.3,4.1,9.8,0.421,1,3,0.322,0.471,1.8,2.3,0.791,0.3,2.2,2.6,4.4,0.9,0.1,2.3,1.7,11,0,0,0
Luis Scola,scolalu01,F,76,21.5,3.5,7.9,0.45,0.9,2.1,0.404,0.504,0.8,1.1,0.726,1.1,3.6,4.7,0.9,0.6,0.4,0.9,2.3,8.7,0,0,0
Mike Scott,scottmi01,F,75,15.3,2.3,5,0.468,0.8,2.1,0.392,0.551,0.7,0.8,0.794,0.7,2,2.7,1,0.3,0.2,0.6,1.4,6.2,0,0,0
Thabo Sefolosha,sefolth01,F,75,23.4,2.5,5,0.505,0.6,1.7,0.339,0.562,0.8,1.3,0.626,0.7,3.8,4.5,1.4,1.1,0.5,0.9,1.5,6.4,0,0,0
Kevin Seraphin,serapke01,C,48,11,1.8,4.3,0.41,0,0,0,0.41,0.4,0.5,0.826,0.6,2,2.6,1,0.2,0.8,0.9,1.4,3.9,0,0,0
Ramon Sessions,sessira01,G,82,20.3,3.4,7.2,0.473,0.4,1.4,0.324,0.503,2.6,3.5,0.756,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,9.9,0,0,0
Iman Shumpert,shumpim01,G,54,24.4,2.1,5.6,0.374,0.8,2.7,0.295,0.444,0.7,0.9,0.784,0.6,3.2,3.8,1.7,1,0.4,1.1,2.2,5.8,0,0,0
Jonathon Simmons,simmojo02,G,55,14.8,2.2,4.4,0.504,0.3,0.9,0.383,0.541,1.3,1.7,0.75,0.3,1.5,1.7,1.1,0.4,0.1,1,1.9,6,0,0,0
Henry Sims,simshe01,C,14,18.8,2.4,5.5,0.429,0,0,,0.429,1.8,2.1,0.833,1.5,3.6,5.1,0.6,0.6,1,0.9,2.6,6.5,0,0,0
Kyle Singler,singlky01,F,68,14.4,1.3,3.3,0.389,0.4,1.4,0.309,0.457,0.4,0.6,0.659,0.7,1.3,2.1,0.4,0.4,0.1,0.5,1.8,3.4,0,0,0
Donald Sloan,sloando01,G,61,21.6,2.5,5.7,0.44,0.6,1.6,0.384,0.494,1.3,1.7,0.75,0.3,2.6,2.8,4.4,0.5,0.1,1.3,1.2,7,0,0,0
Marcus Smart,smartma01,G,61,27.3,3,8.7,0.348,1,4,0.253,0.405,2.1,2.7,0.777,1.2,2.9,4.2,3,1.5,0.3,1.3,3,9.1,0,0,0
Greg Smith,smithgr02,F,18,10.7,1,1.8,0.563,0,0,,0.563,0.4,0.9,0.412,0.7,1.7,2.3,0.3,0.2,0.1,0.4,1.6,2.4,0,0,0
Ish Smith,smithis01,G,77,29.1,5.2,12.6,0.411,0.7,2.2,0.329,0.44,1.6,2.3,0.693,0.6,3.4,4,6.5,1.1,0.3,2.3,1.7,12.6,0,0,0
J.R. Smith,smithjr01,G,77,30.7,4.6,11,0.415,2.6,6.6,0.4,0.535,0.6,0.9,0.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,12.4,0,0,0
Jason Smith,smithja02,C,76,15.5,3.2,6.6,0.485,0.1,0.2,0.25,0.489,0.7,0.9,0.806,0.7,2.2,2.9,0.8,0.4,0.9,0.8,2.1,7.2,0,0,0
Josh Smith,smithjo03,F,55,16,2.3,6.3,0.364,0.7,2.6,0.287,0.423,0.7,1.2,0.552,0.9,2.6,3.5,1.6,0.6,0.9,1.4,2.1,6,0,0,0
Russ Smith,smithru01,G,15,4.4,0.5,1.5,0.318,0.1,0.3,0.2,0.341,0.5,0.9,0.615,0.1,0.5,0.6,0.7,0.3,0.1,0.5,0.3,1.5,0,0,0
Tony Snell,snellto01,F,64,20.3,2,5.3,0.372,0.9,2.4,0.361,0.454,0.5,0.5,0.909,0.3,2.8,3.1,1,0.3,0.3,0.8,1.6,5.3,0,0,0
Marreese Speights,speigma01,C,72,11.6,2.7,6.3,0.432,0.3,0.9,0.387,0.458,1.3,1.6,0.825,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,7.1,0,0,0
Tiago Splitter,splitti01,C,36,16.1,2.3,4.3,0.523,0,0.1,0,0.523,1.1,1.3,0.813,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2,5.6,0,0,0
Nik Stauskas,stausni01,G,73,24.8,2.9,7.5,0.385,1.5,4.5,0.326,0.483,1.2,1.6,0.771,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,8.5,0,0,0
Lance Stephenson,stephla01,F,69,19.9,3.3,6.9,0.481,0.4,1.1,0.385,0.513,1.3,1.6,0.784,0.6,2.7,3.2,1.9,0.6,0.1,1.4,2,8.3,0,0,0
Alex Stepheson,stephal01,F,8,9.1,1.1,3.4,0.333,0,0,,0.333,0.5,1.5,0.333,2.4,1.1,3.5,0.3,0.1,0.6,0,1.5,2.8,0,0,0
Jarnell Stokes,stokeja01,C,7,2.6,0.4,0.7,0.6,0,0,,0.6,0.1,0.3,0.5,0.1,0.4,0.6,0.1,0.1,0,0,0.1,1,0,0,0
Amar'e Stoudemire,stoudam01,C,52,14.7,2.4,4.3,0.566,0,0,,0.566,1,1.3,0.746,1.3,3,4.3,0.5,0.3,0.8,0.9,1.8,5.8,0,0,0
Rodney Stuckey,stuckro01,G,58,22,3.2,7.6,0.413,0.3,1.4,0.241,0.436,2.3,2.7,0.829,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,8.9,0,0,0
Jared Sullinger,sullija01,F,81,23.6,4.3,10,0.435,0.4,1.3,0.282,0.453,1.3,2,0.64,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,10.3,0,0,0
Edy Tavares,tavarwa01,C,11,6.6,1,1.7,0.579,0,0,,0.579,0.3,0.7,0.375,0.6,1.3,1.9,0.3,0.1,0.5,0.5,0.7,2.3,0,0,0
Jeff Teague,teaguje01,G,79,28.5,5.5,12.5,0.439,1.4,3.5,0.4,0.495,3.3,3.9,0.837,0.4,2.3,2.7,5.9,1.2,0.3,2.8,2.1,15.7,0,0,0
